id,featureid,cshapes_cntry_name,author_country_name,author_year,author_count,cumulative_count,marker_name,marker_lat,marker_lng
59865,42,Liberia,Liberia,1972,0,1,Monrovia,6.310555,-10.80472
59866,16,Mexico,Mexico,1972,0,3,Mexico City,19.43417,-99.13861
64396,224,Syria,Syria,1998,0,1,Damascus,33.5,36.3
60007,105,Belgium,Belgium,1972,0,1,Brussels,50.83333,4.333333
59967,8,Brazil,Brazil,1972,1,7,Brasilia,-15.8,-47.9
59952,148,Cambodia,Cambodia,1972,0,1,Phnom Penh,11.55,104.9167
59968,9,Chile,Chile,1972,0,5,Santiago,-33.45,-70.66666
59979,190,Czechoslovakia,Czechoslovakia,1972,0,1,Prague,50.09,14.35
60000,195,Ethiopia,Ethiopia,1972,1,2,Addis Ababa,9.033333,38.7
59996,106,France,France,1972,0,4,Paris,48.86666,2.333333
59957,188,Germany Federal Republic,Germany,1972,0,2,Berlin,52.51667,13.4
59895,41,Ghana,Ghana,1972,0,1,Accra,5.55,-0.2166667
59908,94,Greece,Greece,1972,1,1,Athens,37.98333,23.73333
59934,101,Hungary,Hungary,1972,2,5,Budapest,47.5,19.08333
60004,227,India,India,1972,0,3,New Delhi,28.6,77.2
59962,211,Indonesia,Indonesia,1972,2,5,Jakarta,-6.174444,106.8294
59997,129,Iran,Iran,1972,0,1,Tehran,35.67194,51.42445
59984,37,Ireland,Ireland,1972,0,1,Dublin,53.33306,-6.248889
60003,223,Israel,Israel,1972,0,4,Jerusalem,31.77917,35.22361
59939,143,Japan,Japan,1972,1,11,Tokyo,35.685,139.7514
59925,78,Niger,Nigeria,1972,1,4,Abuja,9.083333,7.533333
59903,79,Nigeria,Nigeria,1972,1,4,Abuja,9.083333,7.533333
59893,33,Panama,Panama,1972,0,1,Panama City,8.966667,-79.53333
59914,102,Poland,Poland,1972,2,14,Warsaw,52.25,21
59935,44,Portugal,Portugal,1972,0,1,Lisbon,38.71667,-9.133333
59941,117,Romania,Romania,1972,3,9,Bukarest,44.43333,26.1
59960,210,Singapore,Singapore,1972,0,1,Singapore City,1.293056,103.8558
59942,147,South Korea,South Korea,1972,0,2,Seoul,37.56639,126.9997
59907,122,Sri Lanka,Sri Lanka,1972,0,1,Colombo,6.931944,79.84778
59888,66,Sweden,Sweden,1972,0,2,Stockholm,59.33333,18.05
59926,202,Taiwan,Taiwan,1972,1,11,Taipei,25.03917,121.525
59910,97,Turkey,Turkey,1972,0,1,Ankara,39.92722,32.86444
59933,59,Uganda,Uganda,1972,0,1,Kampala,0.3155556,32.56556
59989,38,United Kingdom,United Kingdom,1972,1,2,London,51.5,-0.1166667
59965,238,United States,United States,1972,0,3,Washington,38.895,-77.03667
59992,3,Venezuela,Venezuela,1972,0,2,Caracas,10.5,-66.91666
59991,206,Vietnam,Vietnam,1972,0,1,Hanoi,21.03333,105.85
59980,191,Yugoslavia,Yugoslavia,1972,1,5,Belgrade,44.82,20.35
64404,202,Taiwan,Taiwan,1998,0,35,Taipei,25.03917,121.525
60017,6,Argentina,Argentina,1973,2,10,Buenos Aires,-34.5875,-58.6725
60116,8,Brazil,Brazil,1973,2,9,Brasilia,-15.8,-47.9
60117,9,Chile,Chile,1973,1,6,Santiago,-33.45,-70.66666
60010,27,Colombia,Colombia,1973,0,2,Bogota,4.6,-74.08334
60032,28,Costa Rica,Costa Rica,1973,0,1,San Jose,9.933333,-84.08334
60118,10,Ecuador,Ecuador,1973,1,1,Quito,-0.2166667,-78.5
60104,188,Germany Federal Republic,Germany,1973,0,2,Berlin,52.51667,13.4
60043,41,Ghana,Ghana,1973,0,1,Accra,5.55,-0.2166667
60055,94,Greece,Greece,1973,1,2,Athens,37.98333,23.73333
60024,203,China,Hong Kong,1973,1,4,Hong Kong,22.3361568,114.1869659
60111,211,Indonesia,Indonesia,1973,1,6,Jakarta,-6.174444,106.8294
60133,37,Ireland,Ireland,1973,0,1,Dublin,53.33306,-6.248889
60086,143,Japan,Japan,1973,1,12,Tokyo,35.685,139.7514
60013,42,Liberia,Liberia,1973,0,1,Monrovia,6.310555,-10.80472
60014,16,Mexico,Mexico,1973,0,3,Mexico City,19.43417,-99.13861
60050,79,Nigeria,Nigeria,1973,1,6,Abuja,9.083333,7.533333
60072,78,Niger,Nigeria,1973,1,6,Abuja,9.083333,7.533333
60041,33,Panama,Panama,1973,0,1,Panama City,8.966667,-79.53333
60098,146,Philippines,Philippines,1973,1,7,Manila,14.60417,120.9822
60061,102,Poland,Poland,1973,3,17,Warsaw,52.25,21
60082,44,Portugal,Portugal,1973,0,1,Lisbon,38.71667,-9.133333
60088,117,Romania,Romania,1973,3,12,Bukarest,44.43333,26.1
60107,210,Singapore,Singapore,1973,0,1,Singapore City,1.293056,103.8558
60054,122,Sri Lanka,Sri Lanka,1973,0,1,Colombo,6.931944,79.84778
60036,66,Sweden,Sweden,1973,0,2,Stockholm,59.33333,18.05
60073,202,Taiwan,Taiwan,1973,1,12,Taipei,25.03917,121.525
60115,159,Tanzania,Tanzania,1973,0,1,Dodoma,-6.173,35.7419
60057,97,Turkey,Turkey,1973,0,1,Ankara,39.92722,32.86444
60080,59,Uganda,Uganda,1973,1,2,Kampala,0.3155556,32.56556
60114,238,United States,United States,1973,0,3,Washington,38.895,-77.03667
60129,191,Yugoslavia,Yugoslavia,1973,0,5,Belgrade,44.82,20.35
60149,195,Ethiopia,Ethiopia,1973,1,3,Addis Ababa,9.033333,38.7
60145,106,France,France,1973,0,4,Paris,48.86666,2.333333
60153,227,India,India,1973,1,4,New Delhi,28.6,77.2
60146,129,Iran,Iran,1973,0,1,Tehran,35.67194,51.42445
60152,223,Israel,Israel,1973,0,4,Jerusalem,31.77917,35.22361
60138,38,United Kingdom,United Kingdom,1973,1,3,London,51.5,-0.1166667
60141,3,Venezuela,Venezuela,1973,0,2,Caracas,10.5,-66.91666
60140,206,Vietnam,Vietnam,1973,0,1,Hanoi,21.03333,105.85
60166,6,Argentina,Argentina,1974,1,11,Buenos Aires,-34.5875,-58.6725
60164,17,Barbados,Barbados,1974,1,1,Bridgetown,13.1,-59.61666
60249,148,Cambodia,Cambodia,1974,0,1,Phnom Penh,11.55,104.9167
60159,27,Colombia,Colombia,1974,1,3,Bogota,4.6,-74.08334
60181,28,Costa Rica,Costa Rica,1974,0,1,San Jose,9.933333,-84.08334
60254,188,Germany Federal Republic,Germany,1974,0,2,Berlin,52.51667,13.4
60192,41,Ghana,Ghana,1974,0,1,Accra,5.55,-0.2166667
60205,94,Greece,Greece,1974,1,3,Athens,37.98333,23.73333
60173,203,China,Hong Kong,1974,1,5,Hong Kong,22.3361568,114.1869659
60231,101,Hungary,Hungary,1974,0,6,Budapest,47.5,19.08333
60236,143,Japan,Japan,1974,0,12,Tokyo,35.685,139.7514
60162,42,Liberia,Liberia,1974,0,1,Monrovia,6.310555,-10.80472
60256,209,Malaysia,Malaysia,1974,1,1,Kuala Lumpur,3.166667,101.7
60163,16,Mexico,Mexico,1974,0,3,Mexico City,19.43417,-99.13861
60199,79,Nigeria,Nigeria,1974,2,10,Abuja,9.083333,7.533333
60222,78,Niger,Nigeria,1974,2,10,Abuja,9.083333,7.533333
60190,33,Panama,Panama,1974,1,2,Panama City,8.966667,-79.53333
60248,146,Philippines,Philippines,1974,0,7,Manila,14.60417,120.9822
60211,102,Poland,Poland,1974,2,19,Warsaw,52.25,21
60232,44,Portugal,Portugal,1974,0,1,Lisbon,38.71667,-9.133333
60257,210,Singapore,Singapore,1974,0,1,Singapore City,1.293056,103.8558
60239,147,South Korea,South Korea,1974,0,3,Seoul,37.56639,126.9997
60204,122,Sri Lanka,Sri Lanka,1974,0,1,Colombo,6.931944,79.84778
60185,66,Sweden,Sweden,1974,0,2,Stockholm,59.33333,18.05
60223,202,Taiwan,Taiwan,1974,1,13,Taipei,25.03917,121.525
60207,97,Turkey,Turkey,1974,0,1,Ankara,39.92722,32.86444
60230,59,Uganda,Uganda,1974,0,2,Kampala,0.3155556,32.56556
64466,242,Tanzania,Tanzania,1998,0,1,Dodoma,-6.173,35.7419
64437,151,Thailand,Thailand,1998,0,2,Bangkok,13.75,100.5167
60266,8,Brazil,Brazil,1974,1,10,Brasilia,-15.8,-47.9
60267,9,Chile,Chile,1974,1,7,Santiago,-33.45,-70.66666
60278,190,Czechoslovakia,Czechoslovakia,1974,0,1,Prague,50.09,14.35
60268,10,Ecuador,Ecuador,1974,0,1,Quito,-0.2166667,-78.5
60299,195,Ethiopia,Ethiopia,1974,0,3,Addis Ababa,9.033333,38.7
60295,106,France,France,1974,0,4,Paris,48.86666,2.333333
60303,227,India,India,1974,1,5,New Delhi,28.6,77.2
60261,211,Indonesia,Indonesia,1974,2,8,Jakarta,-6.174444,106.8294
60296,129,Iran,Iran,1974,1,2,Tehran,35.67194,51.42445
60283,37,Ireland,Ireland,1974,0,1,Dublin,53.33306,-6.248889
60302,223,Israel,Israel,1974,1,5,Jerusalem,31.77917,35.22361
60265,159,Tanzania,Tanzania,1974,0,1,Dodoma,-6.173,35.7419
60288,38,United Kingdom,United Kingdom,1974,0,3,London,51.5,-0.1166667
60264,238,United States,United States,1974,0,3,Washington,38.895,-77.03667
60291,3,Venezuela,Venezuela,1974,0,2,Caracas,10.5,-66.91666
60290,206,Vietnam,Vietnam,1974,0,1,Hanoi,21.03333,105.85
60279,191,Yugoslavia,Yugoslavia,1974,0,5,Belgrade,44.82,20.35
60318,6,Argentina,Argentina,1975,2,13,Buenos Aires,-34.5875,-58.6725
60316,17,Barbados,Barbados,1975,0,1,Bridgetown,13.1,-59.61666
60310,27,Colombia,Colombia,1975,0,3,Bogota,4.6,-74.08334
60333,28,Costa Rica,Costa Rica,1975,1,2,San Jose,9.933333,-84.08334
60345,41,Ghana,Ghana,1975,0,1,Accra,5.55,-0.2166667
60358,94,Greece,Greece,1975,1,4,Athens,37.98333,23.73333
60325,203,China,Hong Kong,1975,0,5,Hong Kong,22.3361568,114.1869659
60313,42,Liberia,Liberia,1975,0,1,Monrovia,6.310555,-10.80472
60315,16,Mexico,Mexico,1975,1,4,Mexico City,19.43417,-99.13861
60352,79,Nigeria,Nigeria,1975,0,10,Abuja,9.083333,7.533333
60343,33,Panama,Panama,1975,0,2,Panama City,8.966667,-79.53333
60365,102,Poland,Poland,1975,2,21,Warsaw,52.25,21
60323,196,South Africa,South Africa,1975,1,2,Pretoria,-25.70694,28.22944
60357,122,Sri Lanka,Sri Lanka,1975,0,1,Colombo,6.931944,79.84778
60338,66,Sweden,Sweden,1975,0,2,Stockholm,59.33333,18.05
60378,202,Taiwan,Taiwan,1975,0,13,Taipei,25.03917,121.525
60360,97,Turkey,Turkey,1975,0,1,Ankara,39.92722,32.86444
60463,105,Belgium,Belgium,1975,0,1,Brussels,50.83333,4.333333
60422,8,Brazil,Brazil,1975,1,11,Brasilia,-15.8,-47.9
60423,9,Chile,Chile,1975,0,7,Santiago,-33.45,-70.66666
60424,10,Ecuador,Ecuador,1975,0,1,Quito,-0.2166667,-78.5
60456,195,Ethiopia,Ethiopia,1975,0,3,Addis Ababa,9.033333,38.7
60452,106,France,France,1975,1,5,Paris,48.86666,2.333333
60410,188,Germany Federal Republic,Germany,1975,1,3,Berlin,52.51667,13.4
60386,101,Hungary,Hungary,1975,1,7,Budapest,47.5,19.08333
60459,227,India,India,1975,1,6,New Delhi,28.6,77.2
60417,211,Indonesia,Indonesia,1975,1,9,Jakarta,-6.174444,106.8294
60453,129,Iran,Iran,1975,0,2,Tehran,35.67194,51.42445
60441,37,Ireland,Ireland,1975,0,1,Dublin,53.33306,-6.248889
60458,223,Israel,Israel,1975,0,5,Jerusalem,31.77917,35.22361
60391,143,Japan,Japan,1975,1,13,Tokyo,35.685,139.7514
60416,157,Kenya,Kenya,1975,1,1,Nairobi,-1.283333,36.81667
60404,146,Philippines,Philippines,1975,0,7,Manila,14.60417,120.9822
60387,44,Portugal,Portugal,1975,0,1,Lisbon,38.71667,-9.133333
60394,117,Romania,Romania,1975,0,12,Bukarest,44.43333,26.1
60413,210,Singapore,Singapore,1975,0,1,Singapore City,1.293056,103.8558
60395,147,South Korea,South Korea,1975,0,3,Seoul,37.56639,126.9997
60421,159,Tanzania,Tanzania,1975,0,1,Dodoma,-6.173,35.7419
60385,59,Uganda,Uganda,1975,0,2,Kampala,0.3155556,32.56556
60420,238,United States,United States,1975,1,4,Washington,38.895,-77.03667
60448,3,Venezuela,Venezuela,1975,0,2,Caracas,10.5,-66.91666
60428,152,Vietnam,Vietnam,1975,0,1,Hanoi,21.03333,105.85
60437,191,Yugoslavia,Yugoslavia,1975,1,6,Belgrade,44.82,20.35
60472,17,Barbados,Barbados,1976,0,1,Bridgetown,13.1,-59.61666
60466,27,Colombia,Colombia,1976,1,4,Bogota,4.6,-74.08334
60503,41,Ghana,Ghana,1976,0,1,Accra,5.55,-0.2166667
60494,31,Honduras,Honduras,1976,0,1,Tegucigalpa,14.1,-87.21667
60483,203,China,Hong Kong,1976,1,6,Hong Kong,22.3361568,114.1869659
60471,16,Mexico,Mexico,1976,1,5,Mexico City,19.43417,-99.13861
60481,196,South Africa,South Africa,1976,0,2,Pretoria,-25.70694,28.22944
60496,66,Sweden,Sweden,1976,0,2,Stockholm,59.33333,18.05
60548,139,Bangladesh,Bangladesh,1976,1,1,Dhaka,23.72305,90.40861
60622,105,Belgium,Belgium,1976,0,1,Brussels,50.83333,4.333333
60537,90,Bulgaria,Bulgaria,1976,0,1,Sofia,42.68333,23.31667
60563,148,Cambodia,Cambodia,1976,0,1,Phnom Penh,11.55,104.9167
60582,9,Chile,Chile,1976,0,7,Santiago,-33.45,-70.66666
60595,190,Czechoslovakia,Czechoslovakia,1976,0,1,Prague,50.09,14.35
60583,10,Ecuador,Ecuador,1976,0,1,Quito,-0.2166667,-78.5
60577,225,Egypt,Egypt,1976,1,1,Cairo,30.05,31.25
60615,195,Ethiopia,Ethiopia,1976,0,3,Addis Ababa,9.033333,38.7
60611,106,France,France,1976,0,5,Paris,48.86666,2.333333
60516,94,Greece,Greece,1976,1,5,Athens,37.98333,23.73333
60544,101,Hungary,Hungary,1976,1,8,Budapest,47.5,19.08333
60599,36,Iceland,Iceland,1976,1,1,Reykjavik,64.15,-21.95
60618,227,India,India,1976,1,7,New Delhi,28.6,77.2
60576,212,Indonesia,Indonesia,1976,3,12,Jakarta,-6.174444,106.8294
60612,129,Iran,Iran,1976,0,2,Tehran,35.67194,51.42445
60617,223,Israel,Israel,1976,0,5,Jerusalem,31.77917,35.22361
60549,143,Japan,Japan,1976,1,14,Tokyo,35.685,139.7514
60575,157,Kenya,Kenya,1976,0,1,Nairobi,-1.283333,36.81667
60571,209,Malaysia,Malaysia,1976,0,1,Kuala Lumpur,3.166667,101.7
60534,78,Niger,Nigeria,1976,1,12,Abuja,9.083333,7.533333
60510,79,Nigeria,Nigeria,1976,1,12,Abuja,9.083333,7.533333
60551,182,Papua New Guinea,Papua New Guinea,1976,1,1,Port Moresby,-9.464723,147.1925
60562,146,Philippines,Philippines,1976,0,7,Manila,14.60417,120.9822
60523,102,Poland,Poland,1976,1,22,Warsaw,52.25,21
60545,44,Portugal,Portugal,1976,0,1,Lisbon,38.71667,-9.133333
60572,210,Singapore,Singapore,1976,0,1,Singapore City,1.293056,103.8558
60515,122,Sri Lanka,Sri Lanka,1976,0,1,Colombo,6.931944,79.84778
60536,202,Taiwan,Taiwan,1976,0,13,Taipei,25.03917,121.525
60580,159,Tanzania,Tanzania,1976,0,1,Dodoma,-6.173,35.7419
60518,97,Turkey,Turkey,1976,1,2,Ankara,39.92722,32.86444
60543,59,Uganda,Uganda,1976,0,2,Kampala,0.3155556,32.56556
60605,38,United Kingdom,United Kingdom,1976,0,4,London,51.5,-0.1166667
60579,238,United States,United States,1976,0,4,Washington,38.895,-77.03667
60607,3,Venezuela,Venezuela,1976,0,2,Caracas,10.5,-66.91666
60587,152,Vietnam,Vietnam,1976,0,1,Hanoi,21.03333,105.85
60596,191,Yugoslavia,Yugoslavia,1976,1,7,Belgrade,44.82,20.35
60631,17,Barbados,Barbados,1977,0,1,Bridgetown,13.1,-59.61666
60625,27,Colombia,Colombia,1977,0,4,Bogota,4.6,-74.08334
60628,42,Liberia,Liberia,1977,0,1,Monrovia,6.310555,-10.80472
60630,16,Mexico,Mexico,1977,1,6,Mexico City,19.43417,-99.13861
64357,81,Togo,Togo,1998,0,3,Lome,7.1,1.6
60634,6,Argentina,Argentina,1977,1,15,Buenos Aires,-34.5875,-58.6725
60723,155,Botswana,Botswana,1977,1,1,Gaborone,-24.64639,25.91195
60741,8,Brazil,Brazil,1977,0,11,Brasilia,-15.8,-47.9
